land_area_acres,soil_type,soil_ph,water_source,irrigation_availability,season,investment_budget,resource_intensity,previous_crop,current_crop,soil_health_score,recommended_crop,match_percentage
1,Sandy,6.6,Canal,Limited,Rabi,Low,Fertilizer Usage,Millet,Cotton,80,Sunflower,98
3,Loamy,7.3,Borewell,Limited,Kharif,High,Fertilizer Usage,Wheat,Cotton,59,Mustard,98
2,Sandy,6.3,Rainfed,Limited,Rabi,Low,Low Input,Maize,Millet,84,Mustard,98
8,Loamy,6.1,Canal,Limited,Summer,High,Fertilizer Usage,Rice,Millet,80,Sunflower,98
3,Loamy,6.4,Canal,Limited,Kharif,High,Fertilizer Usage,Groundnut,Cotton,87,Green Gram (Moong),98
3,Loamy,5.7,Borewell,Available,Kharif,High,High Input,Cotton,Maize,66,Basmati Rice,98
3,Sandy,7.2,Borewell,Available,Kharif,Low,High Input,Millet,Cotton,63,Cotton,98
7,Clay,6.4,Rainfed,Available,Kharif,High,Fertilizer Usage,Maize,Cotton,88,Cotton,98
10,Sandy,7.4,Rainfed,Available,Summer,Medium,Fertilizer Usage,Maize,Cotton,67,Green Gram (Moong),98
10,Clay,6.8,Borewell,Available,Summer,Medium,Fertilizer Usage,Maize,Millet,74,Sunflower,98
4,Loamy,7.1,Rainfed,Available,Kharif,High,Low Input,Cotton,Groundnut,67,Green Gram (Moong),98
9,Loamy,6.2,Borewell,Available,Rabi,Medium,High Input,Cotton,Rice,87,Basmati Rice,98
3,Sandy,5.9,Canal,Limited,Kharif,Low,Low Input,Wheat,Cotton,73,Millet,98
5,Clay,7.0,Borewell,Limited,Kharif,High,Fertilizer Usage,Millet,Maize,86,Basmati Rice,98
10,Sandy,6.3,Rainfed,Limited,Rabi,Low,High Input,Millet,Millet,73,Mustard,98
10,Sandy,7.1,Rainfed,Limited,Summer,Low,Low Input,Rice,Rice,63,Green Gram (Moong),98
4,Clay,6.5,Canal,Available,Rabi,High,High Input,Maize,Cotton,90,Cotton,98
6,Sandy,6.1,Rainfed,Available,Kharif,Medium,Fertilizer Usage,Millet,Millet,93,Groundnut,98
3,Loamy,7.2,Borewell,Limited,Rabi,High,Low Input,Rice,Maize,69,Mustard,98
10,Sandy,7.1,Rainfed,Limited,Rabi,High,High Input,Maize,Rice,59,Mustard,98
4,Sandy,5.8,Borewell,Available,Kharif,Medium,High Input,Wheat,Wheat,72,Groundnut,98
3,Sandy,6.2,Rainfed,Limited,Kharif,Low,Fertilizer Usage,Millet,Rice,80,Groundnut,98
8,Loamy,6.6,Borewell,Limited,Kharif,Medium,Low Input,Millet,Groundnut,93,Millet,98
3,Loamy,7.2,Rainfed,Limited,Summer,High,Low Input,Groundnut,Millet,72,Green Gram (Moong),98
10,Clay,6.9,Borewell,Available,Kharif,High,High Input,Millet,Groundnut,77,Cotton,98
3,Loamy,6.8,Borewell,Available,Kharif,Low,Low Input,Millet,Groundnut,79,Groundnut,98
9,Loamy,5.8,Borewell,Available,Summer,Medium,High Input,Millet,Wheat,64,Sunflower,98
10,Loamy,5.8,Borewell,Limited,Summer,Medium,Fertilizer Usage,Rice,Millet,71,Green Gram (Moong),98
6,Loamy,6.3,Canal,Limited,Kharif,High,Low Input,Rice,Cotton,96,Groundnut,98
10,Loamy,6.9,Canal,Limited,Kharif,Medium,High Input,Rice,Maize,83,Basmati Rice,98
6,Sandy,5.9,Canal,Limited,Rabi,Low,Fertilizer Usage,Groundnut,Groundnut,62,Sunflower,98
8,Clay,6.4,Canal,Available,Rabi,Low,Fertilizer Usage,Cotton,Rice,88,Sunflower,98
3,Clay,7.1,Rainfed,Available,Rabi,Medium,High Input,Cotton,Rice,54,Mustard,98
3,Clay,6.0,Canal,Limited,Kharif,Low,Fertilizer Usage,Groundnut,Cotton,98,Basmati Rice,98
9,Loamy,5.6,Canal,Limited,Kharif,Low,Fertilizer Usage,Groundnut,Cotton,65,Millet,98
3,Clay,6.8,Rainfed,Limited,Kharif,Low,Fertilizer Usage,Cotton,Groundnut,91,Cotton,98
9,Sandy,6.6,Borewell,Limited,Rabi,High,Low Input,Wheat,Cotton,79,Mustard,97
5,Clay,6.3,Canal,Limited,Rabi,Medium,Low Input,Cotton,Wheat,81,Mustard,98
5,Sandy,7.4,Borewell,Available,Rabi,High,Fertilizer Usage,Wheat,Cotton,58,Mustard,98
1,Sandy,7.4,Canal,Limited,Summer,High,High Input,Wheat,Rice,70,Sunflower,98
7,Clay,7.4,Canal,Limited,Rabi,High,Fertilizer Usage,Rice,Rice,68,Mustard,98
7,Sandy,5.8,Borewell,Limited,Summer,Low,Low Input,Wheat,Rice,73,Groundnut,98
7,Sandy,6.7,Canal,Limited,Summer,Medium,Low Input,Groundnut,Groundnut,88,Millet,98
1,Clay,6.8,Canal,Limited,Kharif,Medium,High Input,Millet,Maize,73,Basmati Rice,98
10,Sandy,6.1,Canal,Limited,Summer,High,Fertilizer Usage,Cotton,Wheat,86,Green Gram (Moong),98
2,Loamy,7.3,Canal,Available,Rabi,High,Fertilizer Usage,Millet,Millet,63,Sunflower,98
2,Sandy,6.6,Rainfed,Limited,Rabi,High,High Input,Groundnut,Rice,89,Sunflower,98
3,Sandy,6.5,Rainfed,Limited,Kharif,High,High Input,Millet,Groundnut,77,Green Gram (Moong),98
8,Loamy,5.6,Rainfed,Available,Kharif,High,High Input,Wheat,Rice,58,Basmati Rice,98
7,Clay,6.6,Canal,Limited,Rabi,Low,Fertilizer Usage,Millet,Rice,86,Mustard,98
5,Loamy,7.0,Borewell,Limited,Summer,High,Low Input,Millet,Rice,93,Green Gram (Moong),98
3,Sandy,7.0,Rainfed,Limited,Summer,Medium,High Input,Cotton,Maize,94,Green Gram (Moong),98
6,Clay,6.6,Canal,Limited,Summer,Medium,High Input,Millet,Millet,88,Green Gram (Moong),98
5,Sandy,6.0,Borewell,Limited,Summer,Medium,Low Input,Rice,Maize,75,Green Gram (Moong),98
3,Sandy,7.0,Canal,Available,Rabi,Medium,High Input,Rice,Millet,86,Groundnut,98
10,Sandy,7.1,Canal,Limited,Rabi,Medium,High Input,Millet,Maize,57,Sunflower,98
2,Loamy,6.2,Rainfed,Limited,Rabi,Medium,Low Input,Maize,Wheat,82,Mustard,98
9,Loamy,6.9,Borewell,Available,Rabi,Medium,High Input,Maize,Millet,75,Sunflower,98
3,Loamy,7.1,Rainfed,Available,Summer,Medium,High Input,Millet,Maize,65,Green Gram (Moong),98
7,Clay,6.4,Rainfed,Available,Kharif,Low,High Input,Groundnut,Rice,87,Cotton,98
3,Sandy,6.9,Rainfed,Available,Kharif,Medium,Fertilizer Usage,Millet,Cotton,77,Groundnut,98
7,Clay,6.4,Borewell,Available,Kharif,High,Low Input,Cotton,Millet,84,Basmati Rice,98
8,Loamy,5.9,Canal,Available,Rabi,Medium,Fertilizer Usage,Millet,Wheat,59,Mustard,98
5,Clay,5.6,Borewell,Available,Summer,High,High Input,Wheat,Rice,72,Cotton,98
5,Loamy,5.6,Rainfed,Available,Rabi,Medium,Low Input,Millet,Maize,70,Mustard,98
10,Clay,6.2,Rainfed,Limited,Summer,High,Low Input,Maize,Maize,91,Green Gram (Moong),98
2,Loamy,5.8,Borewell,Limited,Kharif,High,Fertilizer Usage,Maize,Rice,70,Millet,98
10,Clay,6.8,Canal,Available,Summer,Medium,High Input,Maize,Millet,97,Basmati Rice,98
7,Clay,6.0,Rainfed,Limited,Rabi,High,High Input,Rice,Rice,77,Mustard,98
10,Sandy,5.9,Borewell,Limited,Rabi,High,Fertilizer Usage,Wheat,Cotton,64,Millet,98
6,Sandy,7.0,Rainfed,Available,Kharif,Medium,Fertilizer Usage,Rice,Wheat,87,Millet,98
10,Loamy,5.7,Canal,Available,Rabi,Medium,Fertilizer Usage,Maize,Groundnut,72,Millet,98
1,Sandy,6.0,Borewell,Available,Rabi,High,Fertilizer Usage,Millet,Rice,90,Sunflower,98
4,Clay,6.5,Borewell,Available,Rabi,Medium,Low Input,Cotton,Millet,80,Basmati Rice,98
3,Sandy,6.1,Borewell,Limited,Summer,Low,High Input,Maize,Maize,87,Sunflower,98
4,Sandy,7.3,Rainfed,Available,Kharif,Medium,Low Input,Cotton,Millet,69,Millet,98
9,Sandy,6.6,Canal,Limited,Summer,High,Fertilizer Usage,Groundnut,Millet,89,Green Gram (Moong),98
4,Clay,7.0,Rainfed,Available,Summer,Medium,High Input,Millet,Maize,77,Cotton,98
2,Clay,6.6,Borewell,Available,Kharif,High,High Input,Rice,Groundnut,91,Basmati Rice,98
5,Sandy,6.8,Rainfed,Available,Rabi,High,Fertilizer Usage,Wheat,Millet,89,Mustard,98
1,Clay,7.0,Borewell,Limited,Kharif,High,Fertilizer Usage,Wheat,Cotton,75,Cotton,98
10,Clay,5.6,Borewell,Limited,Rabi,High,Low Input,Groundnut,Cotton,74,Mustard,98
2,Sandy,5.7,Canal,Available,Rabi,Medium,Low Input,Millet,Rice,59,Sunflower,98
8,Sandy,6.3,Rainfed,Available,Rabi,Medium,High Input,Wheat,Groundnut,91,Sunflower,98
2,Clay,6.5,Rainfed,Limited,Kharif,Medium,Fertilizer Usage,Rice,Rice,85,Cotton,98
4,Sandy,6.8,Borewell,Limited,Rabi,Medium,Fertilizer Usage,Cotton,Cotton,80,Sunflower,98
3,Clay,6.2,Borewell,Available,Summer,Medium,Low Input,Rice,Groundnut,82,Basmati Rice,98
5,Loamy,6.1,Borewell,Available,Summer,Low,Low Input,Wheat,Maize,82,Sunflower,98
1,Loamy,6.5,Borewell,Limited,Summer,Medium,Low Input,Rice,Cotton,82,Green Gram (Moong),98
2,Loamy,6.6,Rainfed,Limited,Kharif,High,Low Input,Wheat,Millet,89,Millet,98
3,Loamy,5.6,Borewell,Available,Kharif,Low,Low Input,Wheat,Groundnut,60,Basmati Rice,98
10,Clay,6.5,Canal,Available,Kharif,High,Low Input,Cotton,Cotton,88,Basmati Rice,98
10,Clay,6.5,Borewell,Available,Kharif,Low,High Input,Maize,Rice,83,Basmati Rice,98
2,Sandy,6.2,Borewell,Limited,Summer,High,High Input,Maize,Rice,83,Sunflower,98
8,Loamy,6.6,Rainfed,Available,Rabi,Medium,Fertilizer Usage,Wheat,Groundnut,68,Sunflower,98
6,Sandy,5.9,Borewell,Available,Summer,High,Fertilizer Usage,Groundnut,Cotton,67,Groundnut,98
1,Clay,6.6,Canal,Limited,Summer,Medium,High Input,Cotton,Cotton,84,Sunflower,98
7,Clay,6.4,Canal,Limited,Kharif,High,Fertilizer Usage,Rice,Rice,80,Cotton,98
8,Loamy,6.4,Borewell,Available,Rabi,Low,High Input,Cotton,Cotton,78,Sunflower,98
10,Sandy,6.6,Borewell,Available,Rabi,Low,Fertilizer Usage,Rice,Maize,80,Millet,98
10,Sandy,6.7,Rainfed,Limited,Rabi,Low,High Input,Millet,Rice,85,Millet,98
9,Clay,5.5,Canal,Limited,Summer,High,High Input,Wheat,Wheat,64,Sunflower,98
7,Clay,7.5,Borewell,Available,Rabi,Low,Fertilizer Usage,Maize,Wheat,73,Mustard,98
8,Clay,7.2,Rainfed,Available,Summer,Medium,Low Input,Millet,Groundnut,76,Green Gram (Moong),98
5,Sandy,5.5,Rainfed,Limited,Kharif,High,Fertilizer Usage,Maize,Cotton,55,Groundnut,98
1,Loamy,7.3,Borewell,Limited,Rabi,Medium,Fertilizer Usage,Groundnut,Cotton,69,Mustard,98
3,Loamy,7.2,Rainfed,Limited,Rabi,Low,Fertilizer Usage,Maize,Cotton,70,Mustard,98
9,Clay,6.5,Borewell,Available,Summer,Low,Low Input,Maize,Groundnut,91,Sunflower,98
6,Sandy,6.1,Borewell,Limited,Rabi,Low,Low Input,Maize,Rice,85,Mustard,98
9,Loamy,7.0,Borewell,Available,Rabi,High,High Input,Millet,Maize,91,Sunflower,98
2,Loamy,7.1,Canal,Limited,Rabi,Low,High Input,Maize,Rice,67,Mustard,98
5,Clay,6.4,Borewell,Limited,Kharif,High,High Input,Wheat,Groundnut,87,Cotton,98
7,Clay,6.0,Rainfed,Available,Kharif,Medium,Low Input,Millet,Rice,87,Groundnut,98
2,Clay,6.1,Borewell,Available,Kharif,Low,High Input,Cotton,Maize,76,Basmati Rice,98
3,Clay,6.8,Borewell,Limited,Summer,Medium,Low Input,Wheat,Groundnut,81,Sunflower,98
7,Sandy,5.9,Canal,Available,Kharif,High,High Input,Maize,Groundnut,70,Groundnut,98
3,Loamy,6.3,Rainfed,Limited,Kharif,Low,Low Input,Groundnut,Rice,93,Millet,98
4,Clay,5.8,Rainfed,Limited,Rabi,Medium,Fertilizer Usage,Wheat,Maize,64,Mustard,96
4,Loamy,5.8,Canal,Available,Summer,Low,Fertilizer Usage,Millet,Wheat,64,Sunflower,98
3,Sandy,6.1,Borewell,Available,Kharif,Medium,Fertilizer Usage,Cotton,Groundnut,95,Green Gram (Moong),98
8,Loamy,6.2,Rainfed,Available,Summer,Low,Low Input,Cotton,Cotton,76,Green Gram (Moong),98
1,Sandy,6.3,Canal,Available,Summer,Low,Low Input,Rice,Millet,80,Sunflower,98
7,Sandy,6.8,Canal,Limited,Kharif,Low,High Input,Maize,Groundnut,81,Groundnut,98
4,Sandy,7.0,Borewell,Available,Kharif,Medium,Low Input,Rice,Groundnut,89,Groundnut,98
8,Clay,7.4,Borewell,Limited,Kharif,Medium,Low Input,Groundnut,Rice,55,Basmati Rice,98
8,Sandy,7.4,Canal,Limited,Rabi,High,Low Input,Millet,Millet,65,Millet,98
1,Clay,6.9,Borewell,Limited,Kharif,Low,Fertilizer Usage,Rice,Wheat,85,Cotton,98
1,Loamy,6.4,Borewell,Limited,Rabi,Low,High Input,Maize,Cotton,74,Sunflower,98
4,Loamy,5.6,Rainfed,Limited,Summer,Medium,Fertilizer Usage,Rice,Millet,60,Green Gram (Moong),98
3,Sandy,7.1,Borewell,Limited,Kharif,High,Fertilizer Usage,Rice,Millet,67,Groundnut,98
3,Clay,6.0,Rainfed,Limited,Kharif,Medium,High Input,Millet,Rice,84,Cotton,96
10,Sandy,5.5,Canal,Limited,Rabi,Low,Low Input,Wheat,Maize,63,Millet,98
3,Loamy,6.1,Canal,Limited,Kharif,Low,Low Input,Rice,Cotton,89,Millet,98
3,Loamy,5.8,Borewell,Limited,Kharif,Low,Low Input,Maize,Groundnut,73,Sunflower,98
7,Clay,6.8,Borewell,Limited,Rabi,Low,Fertilizer Usage,Cotton,Cotton,82,Mustard,98
8,Clay,6.5,Borewell,Available,Summer,High,Low Input,Millet,Cotton,98,Green Gram (Moong),98
5,Clay,6.9,Rainfed,Limited,Rabi,Medium,Fertilizer Usage,Rice,Wheat,83,Mustard,98
3,Clay,6.1,Canal,Limited,Rabi,Medium,Fertilizer Usage,Wheat,Maize,88,Mustard,98
1,Loamy,5.6,Rainfed,Limited,Summer,High,Low Input,Cotton,Wheat,68,Green Gram (Moong),98
5,Clay,6.2,Canal,Available,Rabi,Medium,High Input,Cotton,Maize,79,Mustard,98
9,Loamy,6.9,Canal,Limited,Summer,High,Low Input,Maize,Maize,82,Green Gram (Moong),98
5,Sandy,5.8,Borewell,Available,Rabi,Medium,Low Input,Cotton,Maize,60,Millet,98
6,Loamy,5.8,Borewell,Limited,Summer,Low,Fertilizer Usage,Cotton,Maize,63,Sunflower,98
2,Loamy,6.5,Canal,Available,Summer,Low,High Input,Groundnut,Rice,90,Sunflower,98
8,Sandy,5.9,Borewell,Available,Summer,Medium,High Input,Rice,Cotton,59,Groundnut,98
5,Loamy,7.3,Borewell,Available,Rabi,High,Fertilizer Usage,Rice,Millet,63,Sunflower,98
5,Loamy,5.7,Rainfed,Limited,Summer,Low,High Input,Cotton,Cotton,60,Sunflower,95
5,Clay,7.3,Canal,Limited,Summer,Medium,High Input,Groundnut,Millet,62,Green Gram (Moong),97
2,Loamy,5.7,Borewell,Available,Rabi,High,High Input,Groundnut,Millet,66,Sunflower,98
10,Clay,6.4,Rainfed,Available,Summer,High,Fertilizer Usage,Rice,Millet,86,Mustard,98
7,Sandy,6.5,Rainfed,Limited,Rabi,Medium,Low Input,Wheat,Wheat,82,Mustard,96
2,Loamy,6.4,Rainfed,Available,Rabi,Medium,Fertilizer Usage,Cotton,Millet,76,Mustard,98
7,Sandy,6.4,Borewell,Available,Rabi,Low,Fertilizer Usage,Wheat,Maize,75,Millet,98
1,Loamy,6.5,Rainfed,Available,Summer,Low,Fertilizer Usage,Maize,Maize,83,Green Gram (Moong),98
3,Loamy,6.0,Rainfed,Limited,Rabi,Medium,Low Input,Cotton,Millet,90,Mustard,98
6,Sandy,7.4,Canal,Limited,Kharif,Medium,Low Input,Millet,Wheat,67,Millet,98
9,Clay,6.3,Canal,Available,Summer,Low,High Input,Rice,Groundnut,89,Basmati Rice,98
2,Clay,6.5,Borewell,Available,Rabi,High,Fertilizer Usage,Cotton,Rice,84,Mustard,98
7,Loamy,7.2,Borewell,Available,Kharif,High,High Input,Cotton,Cotton,68,Cotton,98
9,Clay,5.7,Borewell,Available,Rabi,High,Fertilizer Usage,Cotton,Wheat,66,Cotton,98
10,Sandy,5.6,Rainfed,Available,Rabi,High,Low Input,Groundnut,Wheat,63,Mustard,98
2,Sandy,6.1,Rainfed,Limited,Rabi,Low,Fertilizer Usage,Wheat,Maize,86,Mustard,98
6,Sandy,5.9,Canal,Limited,Summer,Medium,High Input,Cotton,Groundnut,66,Green Gram (Moong),98
9,Clay,6.6,Canal,Limited,Rabi,High,Low Input,Millet,Millet,91,Mustard,98
7,Loamy,7.0,Borewell,Available,Summer,Low,Fertilizer Usage,Wheat,Rice,85,Sunflower,98
9,Loamy,7.1,Rainfed,Available,Rabi,High,Low Input,Groundnut,Cotton,63,Mustard,98
7,Loamy,6.8,Borewell,Available,Summer,Medium,Fertilizer Usage,Rice,Cotton,80,Sunflower,98
8,Sandy,6.3,Borewell,Available,Summer,Low,Fertilizer Usage,Maize,Rice,81,Sunflower,98
1,Clay,6.0,Canal,Limited,Summer,Low,Fertilizer Usage,Wheat,Cotton,82,Green Gram (Moong),97
5,Clay,5.9,Rainfed,Limited,Summer,High,High Input,Cotton,Cotton,66,Sunflower,94
4,Sandy,6.4,Canal,Limited,Summer,Medium,Fertilizer Usage,Rice,Wheat,77,Sunflower,98
6,Sandy,6.8,Rainfed,Available,Rabi,Low,Fertilizer Usage,Rice,Groundnut,82,Sunflower,98
10,Loamy,5.6,Rainfed,Limited,Summer,High,Fertilizer Usage,Groundnut,Groundnut,57,Green Gram (Moong),98
2,Clay,7.3,Borewell,Available,Rabi,High,Fertilizer Usage,Groundnut,Wheat,60,Mustard,98
3,Sandy,5.6,Canal,Available,Rabi,Low,High Input,Millet,Rice,61,Millet,98
2,Loamy,6.9,Rainfed,Limited,Rabi,Medium,Low Input,Cotton,Wheat,89,Mustard,98
6,Clay,6.7,Rainfed,Limited,Summer,High,High Input,Cotton,Rice,80,Millet,94
9,Sandy,5.8,Rainfed,Available,Kharif,Low,High Input,Maize,Groundnut,64,Basmati Rice,98
5,Loamy,7.2,Borewell,Available,Rabi,High,Fertilizer Usage,Maize,Groundnut,62,Sunflower,98
3,Loamy,5.6,Borewell,Available,Kharif,Medium,Low Input,Maize,Millet,67,Millet,98
10,Clay,6.5,Borewell,Available,Kharif,Low,High Input,Maize,Rice,88,Basmati Rice,98
7,Sandy,6.3,Canal,Limited,Kharif,High,High Input,Maize,Millet,72,Millet,98
10,Loamy,7.3,Canal,Limited,Kharif,High,Low Input,Cotton,Groundnut,60,Green Gram (Moong),98
2,Sandy,6.3,Canal,Limited,Rabi,Medium,Fertilizer Usage,Groundnut,Wheat,75,Mustard,98
8,Sandy,5.8,Rainfed,Limited,Summer,High,High Input,Maize,Wheat,70,Green Gram (Moong),97
1,Sandy,6.7,Canal,Available,Rabi,Low,Fertilizer Usage,Maize,Maize,92,Mustard,98
9,Loamy,6.6,Canal,Available,Summer,Medium,Fertilizer Usage,Millet,Wheat,87,Sunflower,98
3,Clay,7.2,Rainfed,Limited,Kharif,Low,Low Input,Cotton,Cotton,68,Millet,98
4,Clay,7.0,Canal,Available,Summer,Low,High Input,Maize,Rice,84,Sunflower,98
10,Loamy,6.9,Rainfed,Limited,Rabi,Low,Fertilizer Usage,Millet,Millet,80,Mustard,98
10,Clay,5.7,Rainfed,Limited,Summer,Medium,High Input,Millet,Rice,70,Millet,93
8,Loamy,6.7,Borewell,Available,Summer,Low,Low Input,Rice,Cotton,87,Green Gram (Moong),98
3,Clay,7.2,Rainfed,Available,Summer,High,Fertilizer Usage,Wheat,Wheat,69,Green Gram (Moong),98
5,Sandy,6.8,Canal,Available,Rabi,High,Low Input,Cotton,Wheat,75,Sunflower,98
6,Clay,6.0,Canal,Available,Summer,Low,Low Input,Maize,Maize,91,Sunflower,98
1,Loamy,7.0,Rainfed,Limited,Kharif,High,High Input,Rice,Wheat,86,Green Gram (Moong),98
6,Sandy,6.0,Borewell,Available,Summer,High,Low Input,Cotton,Maize,80,Sunflower,98
7,Sandy,7.2,Rainfed,Available,Rabi,High,High Input,Cotton,Rice,54,Millet,98
3,Clay,7.3,Rainfed,Available,Kharif,High,High Input,Cotton,Maize,63,Cotton,98
4,Loamy,7.4,Canal,Available,Kharif,Medium,High Input,Wheat,Rice,67,Basmati Rice,98
8,Sandy,6.3,Borewell,Limited,Summer,Low,High Input,Maize,Rice,82,Sunflower,98
5,Sandy,7.3,Borewell,Available,Summer,Medium,Fertilizer Usage,Millet,Wheat,63,Sunflower,98
5,Clay,6.4,Canal,Limited,Kharif,Low,Fertilizer Usage,Millet,Groundnut,84,Green Gram (Moong),98
10,Clay,6.6,Borewell,Available,Rabi,Medium,Low Input,Cotton,Groundnut,83,Millet,98
3,Loamy,7.0,Canal,Available,Rabi,Low,Low Input,Groundnut,Wheat,85,Sunflower,98
9,Clay,7.0,Canal,Available,Kharif,Low,Fertilizer Usage,Groundnut,Maize,92,Cotton,98
9,Sandy,7.0,Borewell,Limited,Rabi,High,Fertilizer Usage,Wheat,Millet,79,Millet,98
3,Sandy,6.9,Borewell,Available,Rabi,Low,Fertilizer Usage,Wheat,Groundnut,78,Mustard,98
1,Clay,7.2,Rainfed,Limited,Rabi,High,High Input,Millet,Millet,66,Basmati Rice,97
7,Sandy,7.5,Rainfed,Limited,Summer,Medium,High Input,Rice,Wheat,64,Sunflower,97
2,Clay,7.0,Rainfed,Limited,Kharif,Medium,High Input,Groundnut,Wheat,76,Cotton,98
8,Loamy,6.8,Borewell,Available,Kharif,Low,High Input,Rice,Millet,84,Basmati Rice,98
5,Clay,5.9,Rainfed,Limited,Rabi,High,High Input,Millet,Maize,60,Basmati Rice,97
9,Clay,6.8,Canal,Available,Summer,Medium,High Input,Wheat,Wheat,86,Cotton,98
1,Loamy,5.9,Canal,Limited,Summer,Low,Fertilizer Usage,Millet,Groundnut,75,Green Gram (Moong),98
3,Sandy,6.8,Rainfed,Limited,Rabi,High,Fertilizer Usage,Wheat,Cotton,81,Mustard,98
1,Sandy,6.4,Rainfed,Limited,Kharif,Medium,Low Input,Groundnut,Millet,88,Green Gram (Moong),98
7,Sandy,6.8,Rainfed,Available,Summer,High,Low Input,Wheat,Wheat,83,Green Gram (Moong),98
6,Clay,6.8,Rainfed,Limited,Rabi,Medium,Low Input,Rice,Wheat,80,Mustard,98
3,Sandy,5.6,Borewell,Limited,Kharif,Medium,Low Input,Cotton,Millet,66,Green Gram (Moong),98
5,Loamy,5.7,Canal,Available,Summer,Medium,Low Input,Groundnut,Millet,63,Sunflower,98
2,Clay,6.4,Rainfed,Available,Summer,Low,Fertilizer Usage,Wheat,Cotton,94,Green Gram (Moong),98
9,Loamy,6.8,Canal,Limited,Kharif,High,Fertilizer Usage,Wheat,Maize,85,Groundnut,98
3,Clay,6.4,Canal,Limited,Summer,High,Low Input,Cotton,Maize,91,Sunflower,98
5,Sandy,6.5,Canal,Available,Summer,High,Low Input,Rice,Wheat,83,Green Gram (Moong),98
5,Loamy,6.4,Rainfed,Available,Summer,Medium,High Input,Millet,Wheat,83,Sunflower,98
1,Loamy,5.8,Rainfed,Limited,Summer,High,Fertilizer Usage,Wheat,Rice,68,Sunflower,98
6,Sandy,6.7,Rainfed,Limited,Rabi,Low,Low Input,Millet,Maize,82,Mustard,98
2,Clay,5.8,Rainfed,Available,Summer,Medium,High Input,Maize,Cotton,65,Cotton,98
1,Sandy,6.7,Rainfed,Available,Summer,Low,High Input,Cotton,Wheat,75,Green Gram (Moong),98
5,Sandy,7.5,Borewell,Available,Rabi,High,Low Input,Rice,Maize,61,Millet,98
5,Loamy,6.8,Canal,Limited,Summer,High,Fertilizer Usage,Maize,Cotton,79,Sunflower,98
8,Loamy,6.4,Rainfed,Available,Kharif,Low,High Input,Wheat,Rice,75,Groundnut,98
1,Clay,7.2,Rainfed,Limited,Rabi,Medium,Fertilizer Usage,Wheat,Groundnut,60,Mustard,98
3,Loamy,5.9,Rainfed,Limited,Rabi,Medium,Fertilizer Usage,Wheat,Wheat,58,Mustard,98
2,Clay,7.0,Borewell,Limited,Summer,High,High Input,Wheat,Rice,83,Cotton,98
7,Loamy,5.5,Rainfed,Available,Summer,Low,Fertilizer Usage,Cotton,Groundnut,71,Sunflower,98
5,Clay,6.3,Borewell,Limited,Rabi,Low,Low Input,Cotton,Cotton,82,Millet,98
7,Sandy,6.2,Borewell,Available,Kharif,Medium,Low Input,Rice,Wheat,82,Millet,98
8,Clay,6.4,Rainfed,Available,Kharif,Low,Fertilizer Usage,Maize,Millet,83,Cotton,98
1,Sandy,5.8,Borewell,Available,Summer,High,Fertilizer Usage,Wheat,Wheat,60,Sunflower,98
9,Clay,6.0,Rainfed,Limited,Kharif,Low,Fertilizer Usage,Wheat,Wheat,86,Basmati Rice,98
6,Loamy,6.9,Rainfed,Available,Summer,Medium,High Input,Cotton,Cotton,81,Mustard,98
3,Clay,6.7,Canal,Limited,Kharif,Medium,Low Input,Rice,Maize,92,Millet,98
10,Loamy,6.4,Canal,Available,Kharif,High,High Input,Groundnut,Rice,83,Basmati Rice,98
3,Sandy,6.1,Canal,Limited,Rabi,High,Fertilizer Usage,Wheat,Wheat,86,Millet,98
8,Loamy,6.4,Canal,Available,Rabi,Low,High Input,Groundnut,Rice,84,Sunflower,98
2,Sandy,6.1,Borewell,Available,Rabi,High,Fertilizer Usage,Cotton,Groundnut,84,Groundnut,98
9,Loamy,7.1,Canal,Limited,Rabi,Medium,Low Input,Wheat,Maize,64,Mustard,98
7,Sandy,5.6,Rainfed,Available,Rabi,Low,Fertilizer Usage,Groundnut,Maize,60,Sunflower,98
6,Sandy,7.0,Rainfed,Available,Kharif,Low,High Input,Rice,Maize,73,Groundnut,98
3,Sandy,5.8,Borewell,Available,Kharif,High,Fertilizer Usage,Maize,Rice,66,Groundnut,98
7,Clay,6.8,Rainfed,Limited,Summer,High,Fertilizer Usage,Groundnut,Wheat,83,Cotton,98
7,Sandy,7.3,Borewell,Limited,Summer,High,Low Input,Groundnut,Rice,63,Green Gram (Moong),98
3,Loamy,5.7,Borewell,Limited,Kharif,Medium,Low Input,Wheat,Wheat,65,Millet,98
10,Clay,6.2,Borewell,Available,Kharif,High,Fertilizer Usage,Wheat,Maize,88,Cotton,98
7,Sandy,6.9,Rainfed,Available,Rabi,High,Low Input,Maize,Wheat,83,Millet,98
7,Clay,6.5,Rainfed,Available,Kharif,High,Fertilizer Usage,Wheat,Maize,92,Basmati Rice,98
8,Sandy,6.1,Borewell,Limited,Summer,Low,Fertilizer Usage,Maize,Maize,79,Sunflower,98
5,Clay,7.3,Rainfed,Limited,Summer,Medium,High Input,Maize,Rice,54,Green Gram (Moong),98
2,Sandy,6.0,Borewell,Limited,Kharif,High,High Input,Rice,Cotton,92,Groundnut,98
10,Loamy,6.0,Borewell,Limited,Kharif,Low,High Input,Wheat,Millet,80,Basmati Rice,98
